settlement_date,settlement_period,price_gbp_per_mwh
2025-01-23,11,98.63
2025-01-23,12,96.06
2025-01-23,13,103.66
2025-01-23,14,126.76
2025-01-23,15,129.43
2025-01-23,16,138.59
2025-01-23,17,136.52
2025-01-23,18,134.12
2025-01-23,19,132.52
2025-01-23,20,128.0
2025-01-23,21,124.53
2025-01-23,22,124.98
2025-01-23,23,118.53
2025-01-23,24,112.39
2025-01-23,25,114.57
2025-01-23,26,116.99
2025-01-23,27,113.69
2025-01-23,28,107.85
2025-01-23,29,106.17
2025-01-23,30,105.37
2025-01-23,31,107.21
2025-01-23,32,112.37
2025-01-23,33,114.81
2025-01-23,34,125.5
2025-01-23,35,133.32
2025-01-23,36,134.25
2025-01-23,37,134.06
2025-01-23,38,134.2
2025-01-23,39,122.8
2025-01-23,40,117.54
2025-01-23,41,110.07
2025-01-23,42,103.65
2025-01-23,43,115.87
2025-01-23,44,109.19
2025-01-23,45,99.94
2025-01-23,46,96.06
2025-01-23,47,87.51
2025-01-23,48,70.06
2025-01-24,1,71.56
2025-01-24,2,70.5
2025-01-24,3,57.17
2025-01-24,4,36.13
2025-01-24,5,21.46
2025-01-24,6,15.43
2025-01-24,7,13.45
2025-01-24,8,9.98
2025-01-24,9,7.67
2025-01-24,10,6.32
2025-01-24,11,26.03
2025-01-24,12,51.23
2025-01-24,13,63.0
2025-01-24,14,81.41
2025-01-24,15,98.35
2025-01-24,16,113.09
2025-01-24,17,114.32
2025-01-24,18,115.93
2025-01-24,19,118.22
2025-01-24,20,117.86
2025-01-24,21,121.09
2025-01-24,22,119.39
2025-01-24,23,117.88
2025-01-24,24,113.77
2025-01-24,25,109.91
2025-01-24,26,107.51
2025-01-24,27,99.62
2025-01-24,28,98.49
2025-01-24,29,97.41
2025-01-24,30,97.99
2025-01-24,31,99.5
2025-01-24,32,102.45
2025-01-24,33,103.35
2025-01-24,34,113.89
2025-01-24,35,120.7
2025-01-24,36,121.16
2025-01-24,37,122.55
2025-01-24,38,123.4
2025-01-24,39,117.66
2025-01-24,40,114.08
2025-01-24,41,110.93
2025-01-24,42,109.62
2025-01-24,43,105.31
2025-01-24,44,100.03
2025-01-24,45,96.76
2025-01-24,46,84.55
2025-01-24,47,52.45
2025-01-24,48,42.58
2025-01-25,1,33.78
2025-01-25,2,37.75
2025-01-25,3,30.75
2025-01-25,4,23.9
2025-01-25,5,19.33
2025-01-25,6,18.69
2025-01-25,7,17.34
2025-01-25,8,18.46
2025-01-25,9,21.94
2025-01-25,10,24.97
2025-01-25,11,19.37
2025-01-25,12,12.34
2025-01-25,13,16.98
2025-01-25,14,19.41
2025-01-25,15,40.61
2025-01-25,16,53.32
2025-01-25,17,57.36
2025-01-25,18,67.27
2025-01-25,19,80.78
2025-01-25,20,80.44
2025-01-25,21,84.6
2025-01-25,22,85.59
2025-01-25,23,87.6
2025-01-25,24,89.12
2025-01-25,25,87.96
2025-01-25,26,89.8
2025-01-25,27,93.74
2025-01-25,28,100.24
2025-01-25,29,102.61
2025-01-25,30,105.82
2025-01-25,31,124.49
2025-01-25,32,130.15
2025-01-25,33,134.94
2025-01-25,34,141.19
2025-01-25,35,144.61
2025-01-25,36,148.26
2025-01-25,37,147.45
2025-01-25,38,143.26
2025-01-25,39,121.81
2025-01-25,40,107.38
2025-01-25,41,103.48
2025-01-25,42,107.75
2025-01-25,43,108.13
2025-01-25,44,107.06
2025-01-25,45,105.48
2025-01-25,46,104.94
2025-01-25,47,104.95
2025-01-25,48,105.36
2025-01-26,1,100.54
2025-01-26,2,106.43
2025-01-26,3,107.1
2025-01-26,4,106.53
2025-01-26,5,104.19
2025-01-26,6,102.75
2025-01-26,7,95.63
2025-01-26,8,90.76
2025-01-26,9,86.12
2025-01-26,10,81.71
2025-01-26,11,88.2
2025-01-26,12,89.89
2025-01-26,13,77.6
2025-01-26,14,67.98
2025-01-26,15,74.2
2025-01-26,16,75.83
2025-01-26,17,70.09
2025-01-26,18,53.2
2025-01-26,19,58.95
2025-01-26,20,83.98
2025-01-26,21,93.01
2025-01-26,22,98.79
2025-01-26,23,109.99
2025-01-26,24,110.41
2025-01-26,25,119.24
2025-01-26,26,121.04
2025-01-26,27,124.75
2025-01-26,28,127.2
2025-01-26,29,120.67
2025-01-26,30,113.57
2025-01-26,31,115.07
2025-01-26,32,118.93
2025-01-26,33,122.51
2025-01-26,34,126.25
2025-01-26,35,126.74
2025-01-26,36,127.17
2025-01-26,37,122.99
2025-01-26,38,116.22
2025-01-26,39,106.02
2025-01-26,40,98.43
2025-01-26,41,91.74
2025-01-26,42,92.05
2025-01-26,43,78.77
2025-01-26,44,70.4
2025-01-26,45,64.81
2025-01-26,46,41.31
2025-01-26,47,24.2
2025-01-26,48,21.55
2025-01-27,1,19.52
2025-01-27,2,26.03
2025-01-27,3,21.51
2025-01-27,4,21.32
2025-01-27,5,20.78
2025-01-27,6,28.9
2025-01-27,7,25.4
2025-01-27,8,22.42
2025-01-27,9,20.53
2025-01-27,10,25.65
2025-01-27,11,62.31
2025-01-27,12,82.19
2025-01-27,13,86.42
2025-01-27,14,95.62
2025-01-27,15,111.51
2025-01-27,16,124.03
2025-01-27,17,119.42
2025-01-27,18,107.96
2025-01-27,19,107.76
2025-01-27,20,100.78
2025-01-27,21,97.17
2025-01-27,22,92.73
2025-01-27,23,84.0
2025-01-27,24,81.78
2025-01-27,25,81.28
2025-01-27,26,87.15
2025-01-27,27,84.73
2025-01-27,28,84.29
2025-01-27,29,86.99
2025-01-27,30,89.57
2025-01-27,31,95.47
2025-01-27,32,98.63
2025-01-27,33,98.43
2025-01-27,34,106.76
2025-01-27,35,111.27
2025-01-27,36,110.69
2025-01-27,37,110.17
2025-01-27,38,105.73
2025-01-27,39,98.69
2025-01-27,40,100.69
2025-01-27,41,101.8
2025-01-27,42,98.63
2025-01-27,43,97.0
2025-01-27,44,96.5
2025-01-27,45,95.73
2025-01-27,46,90.22
2025-01-27,47,77.79
2025-01-27,48,76.89
2025-01-28,1,79.08
2025-01-28,2,81.95
2025-01-28,3,74.8
2025-01-28,4,60.05
2025-01-28,5,54.97
2025-01-28,6,43.13
2025-01-28,7,32.43
2025-01-28,8,24.95
2025-01-28,9,10.09
2025-01-28,10,11.19
2025-01-28,11,9.76
2025-01-28,12,17.4
2025-01-28,13,78.67
2025-01-28,14,89.41
2025-01-28,15,104.9
2025-01-28,16,104.5
2025-01-28,17,101.6
2025-01-28,18,97.97
2025-01-28,19,94.42
2025-01-28,20,93.19
2025-01-28,21,92.99
2025-01-28,22,94.36
2025-01-28,23,94.1
2025-01-28,24,93.6
2025-01-28,25,94.74
2025-01-28,26,96.38
2025-01-28,27,103.68
2025-01-28,28,102.41
2025-01-28,29,99.5
2025-01-28,30,97.48
2025-01-28,31,103.36
2025-01-28,32,109.34
2025-01-28,33,108.7
2025-01-28,34,118.32
2025-01-28,35,116.22
2025-01-28,36,117.19
2025-01-28,37,117.83
2025-01-28,38,114.2
2025-01-28,39,107.64
2025-01-28,40,111.54
2025-01-28,41,110.96
2025-01-28,42,104.71
2025-01-28,43,105.02
2025-01-28,44,103.98
2025-01-28,45,105.96
2025-01-28,46,95.87
2025-01-28,47,76.21
2025-01-28,48,73.66
2025-01-29,1,71.57
2025-01-29,2,71.6
2025-01-29,3,61.77
2025-01-29,4,47.82
2025-01-29,5,54.62
2025-01-29,6,56.86
2025-01-29,7,50.25
2025-01-29,8,53.82
2025-01-29,9,49.17
2025-01-29,10,49.85
2025-01-29,11,61.31
2025-01-29,12,69.56
2025-01-29,13,100.22
2025-01-29,14,110.27
2025-01-29,15,115.83
2025-01-29,16,112.33
2025-01-29,17,99.84
2025-01-29,18,105.14
2025-01-29,19,116.66
2025-01-29,20,113.56
2025-01-29,21,114.91
2025-01-29,22,114.81
2025-01-29,23,116.91
2025-01-29,24,111.87
2025-01-29,25,109.37
2025-01-29,26,103.69
2025-01-29,27,102.59
2025-01-29,28,104.87
2025-01-29,29,109.07
2025-01-29,30,111.33
2025-01-29,31,116.39
2025-01-29,32,121.07
2025-01-29,33,124.13
2025-01-29,34,133.48
2025-01-29,35,137.76
2025-01-29,36,139.75
2025-01-29,37,132.48
2025-01-29,38,132.27
2025-01-29,39,127.69
2025-01-29,40,114.97
2025-01-29,41,115.62
2025-01-29,42,119.29
2025-01-29,43,109.62
2025-01-29,44,111.35
2025-01-29,45,110.49
2025-01-29,46,104.88
2025-01-29,47,98.94
2025-01-29,48,91.74
2025-01-30,1,97.52
2025-01-30,2,108.73
2025-01-30,3,96.58
2025-01-30,4,94.36
2025-01-30,5,94.28
2025-01-30,6,90.97
2025-01-30,7,93.9
2025-01-30,8,85.52
2025-01-30,9,80.26
2025-01-30,10,80.16
2025-01-30,11,88.45
2025-01-30,12,81.14
2025-01-30,13,94.8
2025-01-30,14,89.15
2025-01-30,15,110.42
2025-01-30,16,119.88
2025-01-30,17,117.54
2025-01-30,18,115.35
2025-01-30,19,98.19
2025-01-30,20,104.39
2025-01-30,21,105.77
2025-01-30,22,99.52
2025-01-30,23,98.88
2025-01-30,24,97.17
2025-01-30,25,96.38
2025-01-30,26,96.54
2025-01-30,27,98.38
2025-01-30,28,98.06
2025-01-30,29,98.56
2025-01-30,30,102.49
2025-01-30,31,132.42
2025-01-30,32,135.53
2025-01-30,33,140.02
2025-01-30,34,147.39
2025-01-30,35,160.58
2025-01-30,36,165.2
2025-01-30,37,162.94
2025-01-30,38,161.52
2025-01-30,39,161.53
2025-01-30,40,151.03
2025-01-30,41,145.3
2025-01-30,42,126.17
2025-01-30,43,121.07
2025-01-30,44,111.69
2025-01-30,45,108.89
2025-01-30,46,109.36
2025-01-30,47,120.59
2025-01-30,48,113.64
2025-01-31,1,110.29
2025-01-31,2,116.73
2025-01-31,3,119.73
2025-01-31,4,118.84
2025-01-31,5,118.95
2025-01-31,6,124.49
2025-01-31,7,115.74
2025-01-31,8,119.55
2025-01-31,9,114.74
2025-01-31,10,111.48
2025-01-31,11,118.03
2025-01-31,12,107.51
2025-01-31,13,125.5
2025-01-31,14,113.7
2025-01-31,15,131.69
2025-01-31,16,142.26
2025-01-31,17,132.13
2025-01-31,18,133.96
2025-01-31,19,121.58
2025-01-31,20,122.2
2025-01-31,21,126.59
2025-01-31,22,122.89
2025-01-31,23,118.28
2025-01-31,24,122.73
2025-01-31,25,126.7
2025-01-31,26,119.21
2025-01-31,27,115.1
2025-01-31,28,111.91
2025-01-31,29,110.24
2025-01-31,30,116.66
2025-01-31,31,132.2
2025-01-31,32,137.49
2025-01-31,33,137.25
2025-01-31,34,141.53
2025-01-31,35,146.07
2025-01-31,36,145.81
2025-01-31,37,148.42
2025-01-31,38,145.6
2025-01-31,39,142.78
2025-01-31,40,142.08
2025-01-31,41,134.71
2025-01-31,42,117.08
2025-01-31,43,122.33
2025-01-31,44,122.78
2025-01-31,45,120.82
2025-01-31,46,110.68
2025-01-31,47,111.15
2025-01-31,48,121.27
2025-02-01,1,116.34
2025-02-01,2,116.17
2025-02-01,3,109.65
2025-02-01,4,102.7
2025-02-01,5,100.13
2025-02-01,6,98.3
2025-02-01,7,98.36
2025-02-01,8,96.85
2025-02-01,9,96.2
2025-02-01,10,94.9
2025-02-01,11,101.04
2025-02-01,12,95.27
2025-02-01,13,104.28
2025-02-01,14,112.43
2025-02-01,15,126.09
2025-02-01,16,131.6
2025-02-01,17,130.16
2025-02-01,18,133.56
2025-02-01,19,121.64
2025-02-01,20,120.88
2025-02-01,21,109.16
2025-02-01,22,108.5
2025-02-01,23,101.06
2025-02-01,24,99.72
2025-02-01,25,97.14
2025-02-01,26,99.94
2025-02-01,27,107.41
2025-02-01,28,106.5
2025-02-01,29,108.52
2025-02-01,30,106.77
2025-02-01,31,127.89
2025-02-01,32,124.94
2025-02-01,33,125.16
2025-02-01,34,129.72
2025-02-01,35,130.13
2025-02-01,36,128.83
2025-02-01,37,133.91
2025-02-01,38,132.89
2025-02-01,39,128.04
2025-02-01,40,121.71
2025-02-01,41,117.25
2025-02-01,42,114.5
2025-02-01,43,115.89
2025-02-01,44,114.92
2025-02-01,45,108.3
2025-02-01,46,106.16
2025-02-01,47,93.23
2025-02-01,48,99.88
2025-02-02,1,101.93
2025-02-02,2,108.56
2025-02-02,3,104.75
2025-02-02,4,104.54
2025-02-02,5,105.43
2025-02-02,6,104.04
2025-02-02,7,104.6
2025-02-02,8,97.56
2025-02-02,9,99.79
2025-02-02,10,97.87
2025-02-02,11,105.22
2025-02-02,12,103.49
2025-02-02,13,104.39
2025-02-02,14,94.86
2025-02-02,15,100.4
2025-02-02,16,103.88
2025-02-02,17,105.33
2025-02-02,18,116.71
2025-02-02,19,105.18
2025-02-02,20,107.78
2025-02-02,21,93.83
2025-02-02,22,94.54
2025-02-02,23,78.99
2025-02-02,24,87.09
2025-02-02,25,95.08
2025-02-02,26,92.46
2025-02-02,27,101.13
2025-02-02,28,103.88
2025-02-02,29,103.35
2025-02-02,30,102.49
2025-02-02,31,119.45
2025-02-02,32,123.69
2025-02-02,33,126.91
2025-02-02,34,145.8
2025-02-02,35,146.36
2025-02-02,36,144.47
2025-02-02,37,146.44
2025-02-02,38,141.33
2025-02-02,39,141.33
2025-02-02,40,122.42
2025-02-02,41,133.38
2025-02-02,42,118.64
2025-02-02,43,108.31
2025-02-02,44,114.25
2025-02-02,45,120.84
2025-02-02,46,115.89
2025-02-02,47,102.15
2025-02-02,48,107.23
2025-02-03,1,103.3
2025-02-03,2,101.03
2025-02-03,3,99.06
2025-02-03,4,99.54
2025-02-03,5,98.78
2025-02-03,6,96.64
2025-02-03,7,91.4
2025-02-03,8,93.37
2025-02-03,9,96.9
2025-02-03,10,91.08
2025-02-03,11,99.41
2025-02-03,12,97.6
2025-02-03,13,99.08
2025-02-03,14,108.52
2025-02-03,15,145.9
2025-02-03,16,158.77
2025-02-03,17,146.37
2025-02-03,18,145.6
2025-02-03,19,120.69
2025-02-03,20,109.52
2025-02-03,21,104.09
2025-02-03,22,104.57
2025-02-03,23,102.09
2025-02-03,24,103.73
2025-02-03,25,104.74
2025-02-03,26,99.68
2025-02-03,27,99.97
2025-02-03,28,99.37
2025-02-03,29,99.11
2025-02-03,30,97.11
2025-02-03,31,106.35
2025-02-03,32,102.77
2025-02-03,33,111.42
2025-02-03,34,122.34
2025-02-03,35,132.47
2025-02-03,36,129.52
2025-02-03,37,126.66
2025-02-03,38,125.22
2025-02-03,39,122.89
2025-02-03,40,119.52
2025-02-03,41,109.77
2025-02-03,42,114.55
2025-02-03,43,112.16
2025-02-03,44,113.07
2025-02-03,45,109.88
2025-02-03,46,106.76
2025-02-03,47,96.13
2025-02-03,48,86.71
2025-02-04,1,94.18
2025-02-04,2,101.0
2025-02-04,3,94.59
2025-02-04,4,86.29
2025-02-04,5,83.93
2025-02-04,6,89.14
2025-02-04,7,93.41
2025-02-04,8,91.64
2025-02-04,9,91.63
2025-02-04,10,93.01
2025-02-04,11,108.12
2025-02-04,12,106.18
2025-02-04,13,109.99
2025-02-04,14,112.08
2025-02-04,15,139.88
2025-02-04,16,150.94
2025-02-04,17,136.05
2025-02-04,18,134.49
2025-02-04,19,121.44
2025-02-04,20,117.58
2025-02-04,21,118.09
2025-02-04,22,116.97
2025-02-04,23,103.42
2025-02-04,24,108.37
2025-02-04,25,107.52
2025-02-04,26,105.45
2025-02-04,27,114.77
2025-02-04,28,118.85
2025-02-04,29,115.76
2025-02-04,30,111.08
2025-02-04,31,116.06
2025-02-04,32,114.78
2025-02-04,33,119.47
2025-02-04,34,119.93
2025-02-04,35,131.61
2025-02-04,36,135.84
2025-02-04,37,131.6
2025-02-04,38,133.07
2025-02-04,39,130.08
2025-02-04,40,127.56
2025-02-04,41,119.65
2025-02-04,42,117.79
2025-02-04,43,111.64
2025-02-04,44,116.1
2025-02-04,45,109.53
2025-02-04,46,104.18
2025-02-04,47,109.92
2025-02-04,48,103.76
2025-02-05,1,104.16
2025-02-05,2,104.97
2025-02-05,3,95.94
2025-02-05,4,97.22
2025-02-05,5,93.81
2025-02-05,6,99.69
2025-02-05,7,105.57
2025-02-05,8,103.89
2025-02-05,9,108.39
2025-02-05,10,105.38
2025-02-05,11,120.65
2025-02-05,12,111.76
2025-02-05,13,124.8
2025-02-05,14,121.5
2025-02-05,15,137.5
2025-02-05,16,151.19
2025-02-05,17,134.92
2025-02-05,18,137.45
2025-02-05,19,133.8
2025-02-05,20,133.37
2025-02-05,21,133.15
2025-02-05,22,130.9
2025-02-05,23,125.1
2025-02-05,24,118.64
2025-02-05,25,110.51
2025-02-05,26,109.8
2025-02-05,27,111.84
2025-02-05,28,110.06
2025-02-05,29,115.18
2025-02-05,30,114.71
2025-02-05,31,136.8
2025-02-05,32,142.16
2025-02-05,33,130.7
2025-02-05,34,141.52
2025-02-05,35,158.79
2025-02-05,36,158.4
2025-02-05,37,157.24
2025-02-05,38,157.76
2025-02-05,39,147.18
2025-02-05,40,145.39
2025-02-05,41,140.35
2025-02-05,42,134.04
2025-02-05,43,122.18
2025-02-05,44,116.06
2025-02-05,45,118.73
2025-02-05,46,109.47
2025-02-05,47,106.15
2025-02-05,48,102.47
2025-02-06,1,97.3
2025-02-06,2,108.71
2025-02-06,3,104.3
2025-02-06,4,103.48
2025-02-06,5,102.29
2025-02-06,6,96.18
2025-02-06,7,102.86
2025-02-06,8,103.36
2025-02-06,9,107.15
2025-02-06,10,101.17
2025-02-06,11,102.34
2025-02-06,12,94.74
2025-02-06,13,133.65
2025-02-06,14,146.44
2025-02-06,15,166.34
2025-02-06,16,172.57
2025-02-06,17,133.25
2025-02-06,18,131.11
2025-02-06,19,129.67
2025-02-06,20,117.77
2025-02-06,21,118.88
2025-02-06,22,116.27
2025-02-06,23,110.08
2025-02-06,24,104.5
2025-02-06,25,105.37
2025-02-06,26,103.13
2025-02-06,27,101.7
2025-02-06,28,100.99
2025-02-06,29,101.9
2025-02-06,30,101.38
2025-02-06,31,107.59
2025-02-06,32,111.59
2025-02-06,33,119.58
2025-02-06,34,128.3
2025-02-06,35,144.29
2025-02-06,36,148.73
2025-02-06,37,139.95
2025-02-06,38,135.44
2025-02-06,39,121.69
2025-02-06,40,119.98
2025-02-06,41,120.71
2025-02-06,42,126.57
2025-02-06,43,125.46
2025-02-06,44,121.49
2025-02-06,45,115.79
2025-02-06,46,121.16
2025-02-06,47,104.43
2025-02-06,48,100.68
2025-02-07,1,101.79
2025-02-07,2,105.17
2025-02-07,3,99.49
2025-02-07,4,99.19
2025-02-07,5,98.12
2025-02-07,6,95.75
2025-02-07,7,90.96
2025-02-07,8,89.4
2025-02-07,9,91.71
2025-02-07,10,90.07
2025-02-07,11,93.55
2025-02-07,12,98.6
2025-02-07,13,112.43
2025-02-07,14,120.1
2025-02-07,15,125.38
2025-02-07,16,123.39
2025-02-07,17,124.49
2025-02-07,18,121.15
2025-02-07,19,97.67
2025-02-07,20,97.72
2025-02-07,21,113.48
2025-02-07,22,114.24
2025-02-07,23,117.81
2025-02-07,24,113.61
2025-02-07,25,112.33
2025-02-07,26,115.9
2025-02-07,27,119.7
2025-02-07,28,117.69
2025-02-07,29,118.49
2025-02-07,30,119.5
2025-02-07,31,121.43
2025-02-07,32,129.42
2025-02-07,33,127.81
2025-02-07,34,131.75
2025-02-07,35,132.9
2025-02-07,36,134.6
2025-02-07,37,136.84
2025-02-07,38,134.8
2025-02-07,39,130.43
2025-02-07,40,121.14
2025-02-07,41,120.8
2025-02-07,42,108.89
2025-02-07,43,113.83
2025-02-07,44,112.53
2025-02-07,45,112.62
2025-02-07,46,114.29
2025-02-07,47,97.45
2025-02-07,48,92.57
2025-02-08,1,96.88
2025-02-08,2,92.66
2025-02-08,3,89.84
2025-02-08,4,91.79
2025-02-08,5,103.0
2025-02-08,6,100.22
2025-02-08,7,105.8
2025-02-08,8,112.18
2025-02-08,9,112.19
2025-02-08,10,115.81
2025-02-08,11,122.57
2025-02-08,12,121.82
2025-02-08,13,119.7
2025-02-08,14,113.97
2025-02-08,15,114.32
2025-02-08,16,125.0
2025-02-08,17,120.68
2025-02-08,18,122.19
2025-02-08,19,133.34
2025-02-08,20,131.0
2025-02-08,21,134.54
2025-02-08,22,136.82
2025-02-08,23,148.8
2025-02-08,24,151.53
2025-02-08,25,150.31
2025-02-08,26,153.44
2025-02-08,27,150.08
2025-02-08,28,149.81
2025-02-08,29,151.26
2025-02-08,30,148.96
2025-02-08,31,147.33
2025-02-08,32,145.96
2025-02-08,33,145.7
2025-02-08,34,149.17
2025-02-08,35,157.5
2025-02-08,36,156.48
2025-02-08,37,154.97
2025-02-08,38,148.14
2025-02-08,39,133.66
2025-02-08,40,122.78
2025-02-08,41,126.05
2025-02-08,42,123.03
2025-02-08,43,116.81
2025-02-08,44,114.68
2025-02-08,45,112.85
2025-02-08,46,113.5
2025-02-08,47,114.27
2025-02-08,48,109.65
2025-02-09,1,110.74
2025-02-09,2,116.31
2025-02-09,3,112.16
2025-02-09,4,95.05
2025-02-09,5,99.86
2025-02-09,6,101.1
2025-02-09,7,102.87
2025-02-09,8,99.8
2025-02-09,9,103.5
2025-02-09,10,101.41
2025-02-09,11,103.11
2025-02-09,12,103.8
2025-02-09,13,102.7
2025-02-09,14,100.09
2025-02-09,15,92.41
2025-02-09,16,97.16
2025-02-09,17,98.64
2025-02-09,18,101.61
2025-02-09,19,110.11
2025-02-09,20,113.02
2025-02-09,21,114.07
2025-02-09,22,113.01
2025-02-09,23,114.35
2025-02-09,24,115.54
2025-02-09,25,115.26
2025-02-09,26,119.94
2025-02-09,27,123.86
2025-02-09,28,122.62
2025-02-09,29,125.13
2025-02-09,30,121.9
2025-02-09,31,116.18
2025-02-09,32,113.63
2025-02-09,33,124.17
2025-02-09,34,127.02
2025-02-09,35,133.25
2025-02-09,36,134.55
2025-02-09,37,137.34
2025-02-09,38,131.24
2025-02-09,39,125.87
2025-02-09,40,117.39
2025-02-09,41,115.53
2025-02-09,42,112.87
2025-02-09,43,115.26
2025-02-09,44,110.53
2025-02-09,45,110.22
2025-02-09,46,113.83
2025-02-09,47,99.77
2025-02-09,48,97.35
2025-02-10,1,92.36
2025-02-10,2,94.51
2025-02-10,3,93.87
2025-02-10,4,89.96
2025-02-10,5,87.91
2025-02-10,6,90.64
2025-02-10,7,86.8
2025-02-10,8,82.21
2025-02-10,9,88.32
2025-02-10,10,84.98
2025-02-10,11,106.21
2025-02-10,12,104.36
2025-02-10,13,114.56
2025-02-10,14,112.67
2025-02-10,15,126.55
2025-02-10,16,134.3
2025-02-10,17,121.49
2025-02-10,18,123.39
2025-02-10,19,115.29
2025-02-10,20,112.15
2025-02-10,21,111.87
2025-02-10,22,111.63
2025-02-10,23,112.4
2025-02-10,24,114.22
2025-02-10,25,108.69
2025-02-10,26,109.75
2025-02-10,27,106.9
2025-02-10,28,105.7
2025-02-10,29,108.12
2025-02-10,30,109.92
2025-02-10,31,119.28
2025-02-10,32,117.04
2025-02-10,33,119.12
2025-02-10,34,132.32
2025-02-10,35,132.63
2025-02-10,36,136.27
2025-02-10,37,140.0
2025-02-10,38,138.78
2025-02-10,39,132.1
2025-02-10,40,125.65
2025-02-10,41,122.81
2025-02-10,42,120.39
2025-02-10,43,121.39
2025-02-10,44,119.87
2025-02-10,45,118.48
2025-02-10,46,120.31
2025-02-10,47,122.05
2025-02-10,48,121.51
2025-02-11,1,113.67
2025-02-11,2,118.14
2025-02-11,3,117.3
2025-02-11,4,114.27
2025-02-11,5,110.66
2025-02-11,6,114.24
2025-02-11,7,109.48
2025-02-11,8,104.22
2025-02-11,9,105.83
2025-02-11,10,108.09
2025-02-11,11,124.29
2025-02-11,12,113.99
2025-02-11,13,128.86
2025-02-11,14,119.47
2025-02-11,15,143.51
2025-02-11,16,149.16
2025-02-11,17,140.99
2025-02-11,18,145.83
2025-02-11,19,144.64
2025-02-11,20,145.45
2025-02-11,21,140.0
2025-02-11,22,137.75
2025-02-11,23,129.03
2025-02-11,24,130.25
2025-02-11,25,132.24
2025-02-11,26,130.84
2025-02-11,27,129.66
2025-02-11,28,130.88
2025-02-11,29,134.03
2025-02-11,30,133.9
2025-02-11,31,140.45
2025-02-11,32,139.59
2025-02-11,33,142.73
2025-02-11,34,144.87
2025-02-11,35,143.92
2025-02-11,36,142.57
2025-02-11,37,144.8
2025-02-11,38,142.76
2025-02-11,39,136.34
2025-02-11,40,122.98
2025-02-11,41,123.07
2025-02-11,42,124.42
2025-02-11,43,119.64
2025-02-11,44,120.87
2025-02-11,45,120.46
2025-02-11,46,125.06
2025-02-11,47,127.45
2025-02-11,48,121.6
2025-02-12,1,114.15
2025-02-12,2,117.91
2025-02-12,3,111.68
2025-02-12,4,105.66
2025-02-12,5,100.7
2025-02-12,6,103.56
2025-02-12,7,102.8
2025-02-12,8,102.36
2025-02-12,9,107.43
2025-02-12,10,103.37
2025-02-12,11,118.33
2025-02-12,12,106.48
2025-02-12,13,122.13
2025-02-12,14,122.28
2025-02-12,15,137.52
2025-02-12,16,146.35
2025-02-12,17,146.78
2025-02-12,18,149.11
2025-02-12,19,140.83
2025-02-12,20,143.85
2025-02-12,21,145.32
2025-02-12,22,146.85
2025-02-12,23,143.28
2025-02-12,24,142.75
2025-02-12,25,141.61
2025-02-12,26,141.82
2025-02-12,27,148.42
2025-02-12,28,141.63
2025-02-12,29,140.55
2025-02-12,30,136.88
2025-02-12,31,152.37
2025-02-12,32,156.05
2025-02-12,33,154.67
2025-02-12,34,157.84
2025-02-12,35,165.21
2025-02-12,36,158.38
2025-02-12,37,158.62
2025-02-12,38,160.87
2025-02-12,39,151.18
2025-02-12,40,136.18
2025-02-12,41,140.08
2025-02-12,42,130.27
2025-02-12,43,120.22
2025-02-12,44,125.63
2025-02-12,45,118.52
2025-02-12,46,115.52
2025-02-12,47,108.44
2025-02-12,48,108.46
2025-02-13,1,107.43
2025-02-13,2,116.0
2025-02-13,3,120.92
2025-02-13,4,115.73
2025-02-13,5,113.5
2025-02-13,6,113.39
2025-02-13,7,115.27
2025-02-13,8,112.0
2025-02-13,9,111.14
2025-02-13,10,106.35
2025-02-13,11,116.45
2025-02-13,12,96.12
2025-02-13,13,122.35
2025-02-13,14,123.05
2025-02-13,15,149.86
2025-02-13,16,155.33
2025-02-13,17,155.49
2025-02-13,18,158.15
2025-02-13,19,159.01
2025-02-13,20,162.99
2025-02-13,21,162.76
2025-02-13,22,155.0
2025-02-13,23,141.9
2025-02-13,24,140.2
2025-02-13,25,137.25
2025-02-13,26,135.8
2025-02-13,27,131.33
2025-02-13,28,130.65
2025-02-13,29,131.03
2025-02-13,30,133.94
2025-02-13,31,145.67
2025-02-13,32,145.01
2025-02-13,33,143.98
2025-02-13,34,143.5
2025-02-13,35,164.46
2025-02-13,36,165.2
2025-02-13,37,158.26
2025-02-13,38,151.72
2025-02-13,39,139.96
